record,score,price,state,variety
17913,90,26,California,Chardonnay
17914,90,56,California,Chardonnay
17915,90,52,California,Chardonnay
17916,90,34,California,White Blend
17917,90,37,California,Zinfandel
17918,90,65,Oregon,Pinot Noir
17919,90,20,California,Fumé Blanc
17920,90,40,California,Zinfandel
17921,90,39,California,Sparkling Blend
17922,90,26,California,Pinot Gris
17923,90,32,Oregon,Tempranillo
17924,93,14,California,Viognier
17925,93,55,California,Cabernet Sauvignon
17926,93,75,California,Cabernet Sauvignon
17927,93,55,California,Cabernet Sauvignon
17928,93,17,California,Sauvignon Blanc
17929,92,35,California,Cabernet Sauvignon
17930,92,75,California,Cabernet Sauvignon
17931,92,75,California,Cabernet Sauvignon
17932,92,90,California,Cabernet Sauvignon
17933,92,60,California,Zinfandel
17934,87,36,Washington,Red Blend
17935,87,44,Washington,Zinfandel
17936,87,14,California,Cabernet Sauvignon
17937,87,32,California,Malbec
17938,87,20,California,Chardonnay
17939,87,29,California,Red Blend
17940,87,14,Idaho,Chardonnay
17941,87,88,California,Cabernet Sauvignon
17942,87,20,California,Vermentino
17943,87,25,California,Red Blend
17944,87,42,Virginia,Malbec
17945,87,20,California,Rhône-style Red Blend
17946,87,14,California,Chardonnay
17947,87,34,Virginia,Cabernet Sauvignon
17948,87,12,Washington,Sangiovese
17949,85,12,California,Sauvignon Blanc
17950,85,9,California,Merlot
17951,85,10,Washington,White Blend
17952,85,44,California,Zinfandel
17953,84,35,California,Cabernet Sauvignon
17954,84,17,California,Chardonnay
17955,84,17,California,Semillon-Sauvignon Blanc
17956,84,12,California,Zinfandel
17957,84,16,California,White Blend
17958,84,36,California,Pinot Noir
17959,84,13,California,Chardonnay
17960,84,16,California,Chardonnay
17961,84,22,California,Sparkling Blend
17962,84,18,California,Pinot Gris
17963,84,28,California,Merlot
17964,84,11,California,Cabernet Sauvignon
17965,84,23,California,Cabernet Sauvignon
17966,84,29,Virginia,Cabernet Franc
17967,87,17,Washington,Cabernet Sauvignon
17968,87,15,California,Merlot
17969,87,22,California,Cabernet Sauvignon
17970,87,35,New York,Merlot
17971,87,25,Virginia,Viognier
17972,87,40,Washington,Syrah
17973,87,10,Washington,Red Blend
17974,87,46,California,Pinot Noir
17975,87,29,California,Zinfandel
17976,87,16,Washington,Cabernet Sauvignon
17977,91,54,California,Pinot Noir
17978,91,10,Oregon,Riesling
17979,91,48,California,Grenache
17980,91,39,California,Pinot Noir
17981,91,37,California,Grenache
17982,91,29,California,Tempranillo
17983,91,64,California,Cabernet Sauvignon
17984,91,62,California,Pinot Noir
17985,91,66,California,Red Blend
17986,91,28,California,Syrah
17987,91,40,California,Red Blend
17988,91,35,California,Pinot Noir
17989,91,30,California,Syrah
17990,91,31,California,Sauvignon Blanc
17991,84,13,California,Viognier
17992,84,10,Idaho,Chardonnay
17993,83,24,California,Cabernet Franc
17994,83,10,Washington,Chardonnay
17995,83,10,California,Syrah
17996,83,8,Washington,Riesling
17997,83,18,California,Cabernet Sauvignon
17998,83,15,California,Zinfandel
17999,83,10,California,Pinot Grigio
18000,83,9,California,Chardonnay
18001,83,9,California,Cabernet Sauvignon-Shiraz
18002,83,18,Washington,Syrah
18003,83,22,California,Cabernet Sauvignon
18004,82,18,California,Sémillon
18005,89,100,Oregon,Pinot Noir
18006,89,28,California,Red Blend
18007,89,25,California,Merlot
18008,89,22,California,Sauvignon Blanc
18009,89,32,California,Chardonnay
18010,89,25,Oregon,Chardonnay
18011,87,39,California,Cabernet Sauvignon
18012,87,25,California,Merlot
18013,87,25,California,Cabernet Sauvignon
18014,87,35,Washington,Cabernet Sauvignon
18015,87,37,Washington,Merlot
18016,90,24,Oregon,Grüner Veltliner
18017,90,50,Oregon,Sparkling Blend
18018,90,20,Washington,Bordeaux-style Red Blend
18019,90,30,Oregon,Pinot Noir
18020,90,25,Oregon,Chardonnay
18021,90,50,Washington,Bordeaux-style Red Blend
18022,90,35,California,Red Blend
18023,90,24,California,Chardonnay
18024,90,36,Oregon,Chardonnay
18025,90,65,California,Chardonnay
18026,90,45,California,Zinfandel
18027,90,55,California,Cabernet Sauvignon
18028,90,15,New York,Riesling
18029,90,20,California,Pinot Noir
18030,90,15,California,Pinot Gris
18031,90,16,New York,Riesling
18032,90,28,California,Chardonnay
18033,90,150,California,Cabernet Sauvignon
18034,90,48,California,Bordeaux-style Red Blend
18035,90,45,Washington,Cabernet Sauvignon
18036,90,80,California,Cabernet Sauvignon
18037,90,26,New York,Riesling
18038,90,44,California,Pinot Noir
18039,90,38,California,Cabernet Sauvignon
18040,90,33,California,Tannat
18041,90,60,California,Pinot Noir
18042,90,30,New York,Pinot Noir
18043,90,15,California,Pinot Grigio
18044,90,65,California,Cabernet Sauvignon
18045,90,,Washington,Merlot
18046,90,24,Washington,Grenache
18047,90,25,Washington,Bordeaux-style Red Blend
18048,90,40,Washington,Mourvèdre
18049,90,36,Washington,Rhône-style Red Blend
18050,90,29,California,Cabernet Sauvignon
18051,90,50,California,Sparkling Blend
18052,84,24,California,Sauvignon Blanc
18053,84,23,Virginia,Rosé
18054,84,18,California,Sauvignon Blanc
18055,84,9,Washington,Riesling
18056,84,25,Virginia,Petit Manseng
18057,84,24,Washington,Roussanne
18058,84,11,New York,Seyval Blanc
18059,84,16,California,Chardonnay
18060,84,20,Virginia,Sangiovese
18061,84,11,California,Pinot Noir
18062,84,20,California,Zinfandel
18063,84,28,Virginia,Petit Manseng
18064,84,27,Virginia,Merlot
18065,84,20,Virginia,Nebbiolo
18066,84,12,California,Sauvignon Blanc
18067,89,18,California,Viognier
18068,89,18,New York,Rosé
18069,89,65,California,Merlot
18070,89,40,California,Zinfandel
18071,89,22,California,Pinot Grigio
18072,89,,Washington,Sauvignon Blanc
18073,89,52,California,Pinot Noir
18074,89,15,Washington,Chardonnay
18075,89,25,Washington,Syrah
18076,89,28,Washington,Cabernet Sauvignon
18077,89,45,California,Red Blend
18078,89,25,New York,White Blend
18079,89,46,California,Pinot Noir
18080,84,23,Texas,Red Blend
18081,84,30,Texas,Rosé
18082,84,30,Virginia,Carmenère
18083,84,23,Virginia,Pinot Gris
18084,84,26,Texas,G-S-M
18085,84,11,Texas,Rosé
18086,84,45,Virginia,Petit Verdot
18087,96,100,Oregon,Pinot Noir
18088,96,150,California,Mission
18089,96,48,California,Sparkling Blend
18090,95,75,California,Cabernet Sauvignon
18091,95,105,California,Cabernet Sauvignon
18092,95,100,Oregon,Pinot Noir
18093,95,85,Oregon,Chardonnay
18094,95,60,California,Cabernet Sauvignon
18095,95,48,California,Pinot Noir
18096,94,55,California,Cabernet Sauvignon
18097,94,49,California,Pinot Noir
18098,94,60,California,Sparkling Blend
18099,91,32,California,Pinot Noir
18100,91,38,California,Zinfandel
18101,91,23,California,Sauvignon Blanc
18102,91,48,California,Pinot Noir
18103,91,35,Washington,Merlot
18104,91,38,California,Zinfandel
18105,91,70,California,Pinot Noir
18106,91,150,California,Cabernet Sauvignon
18107,91,58,California,Pinot Noir
18108,93,47,California,Pinot Noir
18109,93,21,California,Orange Muscat
18110,93,45,California,Cabernet Sauvignon
18111,93,46,California,Pinot Noir
18112,93,32,California,Garnacha
18113,93,53,Washington,Syrah
18114,93,100,California,Cabernet Sauvignon
18115,93,55,California,Pinot Noir
18116,93,32,Washington,Syrah
18117,93,47,California,Pinot Noir
18118,88,185,California,Cabernet Sauvignon
18119,88,25,New York,Merlot
18120,88,21,Virginia,Bordeaux-style Red Blend
18121,88,35,New York,Merlot
18122,88,19,Virginia,Viognier
18123,88,11,Washington,Gewürztraminer
18124,88,16,Washington,Sauvignon Blanc-Semillon
18125,88,20,Washington,Chardonnay
18126,88,38,Virginia,Merlot-Cabernet Sauvignon
18127,88,38,California,Sparkling Blend
18128,88,45,California,Sparkling Blend
18129,88,25,Washington,Red Blend
18130,88,14,Washington,Sparkling Blend
18131,88,13,Washington,Chardonnay
18132,88,15,California,Cabernet Sauvignon
18133,88,25,California,Pinot Noir
18134,88,90,California,Cabernet Sauvignon
18135,88,17,Oregon,Pinot Gris
18136,88,20,California,Pinot Noir
18137,88,26,Oregon,Pinot Noir
18138,88,20,Oregon,Rosé
18139,88,28,California,Barbera
18140,87,26,Washington,Red Blend
18141,87,85,California,Cabernet Sauvignon
18142,87,32,California,Zinfandel
18143,87,30,California,Syrah
18144,87,30,California,Zinfandel
18145,87,23,California,Merlot
18146,87,25,California,Pinot Noir
18147,87,21,California,Zinfandel
18148,92,55,California,Chardonnay
18149,92,45,California,Pinot Noir
18150,92,50,California,Chardonnay
18151,92,45,California,Chardonnay
18152,92,85,California,Cabernet Sauvignon
18153,92,115,California,Red Blend
18154,92,49,California,Pinot Noir
18155,92,30,California,Chardonnay
18156,92,48,California,Pinot Noir
18157,92,28,California,Petite Sirah
18158,92,60,California,Pinot Noir
18159,92,52,California,Pinot Noir
18160,92,44,California,Cabernet Sauvignon
18161,92,24,California,Sauvignon Blanc
18162,92,60,California,Pinot Noir
18163,85,15,New York,Pinot Blanc
18164,85,19,America,Red Blend
18165,85,19,New York,Lemberger
18166,85,21,New York,Riesling
18167,85,32,California,Cabernet Sauvignon
18168,85,23,California,Red Blend
18169,85,17,New York,Merlot
18170,88,22,California,Cabernet Sauvignon
18171,88,30,California,Cabernet Sauvignon
18172,88,18,California,Cabernet Sauvignon
18173,88,35,California,Cabernet Sauvignon
18174,88,16,California,Cabernet Sauvignon
18175,88,11,California,Champagne Blend
18176,88,17,California,Cabernet Sauvignon
18177,88,15,California,Cabernet Sauvignon
18178,88,14,California,Cabernet Sauvignon
18179,88,22,California,Pinot Noir
18180,88,39,California,Cabernet Sauvignon
18181,88,11,California,Cabernet Sauvignon
18182,87,24,California,Pinot Noir
18183,87,24,California,Cabernet Sauvignon
18184,87,35,California,Champagne Blend
18185,92,27,Washington,Cabernet-Syrah
18186,92,18,Washington,Sauvignon Blanc
18187,92,45,Washington,Syrah
18188,92,45,Washington,Syrah
18189,92,48,Washington,Cabernet Sauvignon
18190,93,125,Oregon,Chardonnay
18191,93,36,California,White Blend
18192,93,48,California,Chardonnay
18193,93,150,California,Cabernet Sauvignon
18194,93,65,California,Chardonnay
18195,93,120,California,Cabernet Sauvignon
18196,93,28,California,Syrah
18197,93,35,Oregon,Chardonnay
18198,93,60,Oregon,Pinot Noir
18199,93,80,California,Pinot Noir
18200,93,32,California,Sauvignon Blanc
18201,93,30,California,Cabernet Sauvignon
18202,93,32,California,Red Blend
18203,93,40,California,Zinfandel
18204,93,60,California,Chardonnay
18205,93,44,California,Pinot Noir
18206,93,50,California,Cabernet Sauvignon
18207,88,16,Oregon,Riesling
18208,88,22,California,Sparkling Blend
18209,88,25,California,Sparkling Blend
18210,88,14,Oregon,Pinot Blanc
18211,88,22,Oregon,Pinot Noir
18212,88,38,California,Pinot Noir
18213,88,39,California,Sparkling Blend
18214,91,32,Washington,Syrah
18215,91,25,Washington,Chardonnay
18216,91,32,Washington,Bordeaux-style Red Blend
18217,91,42,California,Sparkling Blend
18218,91,64,California,Pinot Noir
18219,91,28,California,Sparkling Blend
18220,91,95,California,Cabernet Sauvignon
18221,91,15,Washington,Riesling
18222,91,35,Washington,Syrah
18223,91,9,Washington,Riesling
18224,91,25,California,Cabernet Sauvignon
18225,91,40,Washington,Syrah
18226,90,50,California,Cabernet Sauvignon
18227,82,10,California,Cabernet Sauvignon
18228,82,23,Washington,Sangiovese
18229,82,15,Washington,Riesling
18230,82,15,California,Red Blend
18231,82,18,Pennsylvania,Pinot Grigio
18232,81,8,California,Chardonnay
18233,81,25,California,Merlot
18234,87,35,California,Cabernet Sauvignon
18235,87,20,California,Cabernet Sauvignon
18236,87,25,Oregon,Viognier
18237,87,14,Oregon,Pinot Gris
18238,87,22,California,Cabernet Sauvignon
18239,87,25,California,Grenache-Mourvèdre
18240,87,25,California,Red Blend
18241,89,28,Washington,Merlot
18242,89,18,Washington,White Blend
18243,89,38,California,Pinot Noir
18244,89,22,California,Sangiovese
18245,89,29,California,Pinot Meunier
18246,89,10,California,Red Blend
18247,89,12,Washington,Muscat Canelli
18248,88,14,California,Pinot Grigio
18249,88,60,Washington,Merlot
18250,88,14,Washington,Sémillon
18251,88,16,California,Chardonnay
18252,88,15,Washington,Cabernet Sauvignon
18253,88,22,California,Chenin Blanc
18254,88,38,Washington,Merlot
18255,88,10,Idaho,Cabernet Sauvignon
18256,88,6,Idaho,Johannisberg Riesling
18257,88,11,Washington,Syrah
18258,88,14,Washington,Sauvignon Blanc
18259,88,28,California,Zinfandel
18260,88,30,California,Merlot
18261,88,24,California,Petite Sirah
18262,88,7,Washington,Johannisberg Riesling
18263,88,8,Washington,Johannisberg Riesling
18264,88,10,Washington,Riesling
18265,88,6,Idaho,Riesling
18266,88,19,California,Viognier
18267,86,36,California,Tempranillo
18268,86,60,California,Cabernet Sauvignon
18269,86,18,Oregon,Riesling
18270,86,29,California,Chardonnay
18271,86,25,New Mexico,Merlot
18272,86,17,New Mexico,Merlot
18273,86,28,California,Petite Sirah
18274,86,35,New York,Sparkling Blend
18275,86,16,Oregon,Rosé
18276,86,48,California,Cabernet Sauvignon
18277,86,33,California,Sparkling Blend
18278,86,35,New York,Merlot
18279,86,10,California,White Blend
18280,86,25,New York,Merlot
18281,86,33,New York,Sparkling Blend
18282,84,25,California,Sauvignon Blanc
18283,84,20,California,Pinot Noir
18284,84,8,California,Pinot Noir
18285,84,16,California,Semillon-Sauvignon Blanc
18286,84,17,California,Pinot Noir
18287,90,40,Oregon,Pinot Noir
18288,90,19,California,Rhône-style White Blend
18289,90,14,California,Rosé
18290,90,55,California,Pinot Noir
18291,90,80,California,Pinot Noir
18292,90,95,California,Cabernet Sauvignon
18293,90,48,Oregon,Pinot Noir
18294,90,50,Oregon,Chardonnay
18295,90,40,California,Cabernet Sauvignon
18296,90,30,California,Chardonnay
18297,92,38,Washington,Cabernet Sauvignon
18298,92,45,Washington,Cabernet Sauvignon
18299,92,32,California,Pinot Noir
18300,92,35,California,Zinfandel
18301,92,32,Washington,Syrah
18302,92,12,California,Sauvignon Blanc
18303,92,40,California,Petite Sirah
18304,92,62,California,Pinot Noir
18305,92,62,California,Pinot Noir
18306,92,54,California,Pinot Noir
18307,92,35,Washington,White Blend
18308,92,55,Washington,Red Blend
18309,85,15,California,Syrah
18310,85,14,California,Chardonnay
18311,85,22,California,Syrah
18312,85,10,California,Red Blend
18313,85,14,California,Sauvignon Blanc
18314,85,9,California,Riesling
18315,85,30,California,Merlot
18316,85,40,California,Pinot Noir
18317,87,38,Washington,Chardonnay
18318,87,42,California,Syrah
18319,87,15,New York,Grüner Veltliner
18320,87,12,Washington,Chardonnay
18321,87,12,Washington,Cabernet Sauvignon
18322,87,12,Washington,Red Blend
18323,87,22,California,Sauvignon Blanc
18324,87,21,Washington,Chardonnay
18325,87,16,New York,Rosé
18326,93,50,California,Chardonnay
18327,93,50,California,Chardonnay
18328,93,50,California,Cabernet Sauvignon
18329,93,40,California,Pinot Noir
18330,93,135,California,Cabernet Sauvignon
18331,93,45,California,Pinot Noir
18332,93,48,California,Pinot Noir
18333,93,125,California,Bordeaux-style Red Blend
18334,93,48,California,Chardonnay
18335,93,65,California,Cabernet Sauvignon
18336,92,32,California,Pinot Noir
18337,92,30,California,Chenin Blanc
18338,92,40,California,Chardonnay
18339,92,75,California,Meritage
18340,88,23,California,Syrah
18341,88,32,California,Pinot Noir
18342,88,55,California,Cabernet Sauvignon
18343,88,40,Washington,Cabernet Sauvignon
18344,88,33,California,Chardonnay
18345,88,32,Washington,Pinot Noir
18346,88,25,New York,Riesling
18347,88,28,California,Sauvignon Blanc
18348,88,46,California,Pinot Noir
18349,88,21,Washington,Cabernet Sauvignon
18350,88,39,Washington,Syrah
18351,88,15,California,Pinot Noir
18352,88,30,California,Alicante Bouschet
18353,88,39,California,Pinot Noir
18354,88,10,California,Merlot
18355,88,42,Washington,Grenache
18356,88,35,Washington,Bordeaux-style Red Blend
18357,88,12,Washington,Rosé
18358,88,25,California,Moscato
18359,88,36,California,Grenache
18360,88,68,California,Pinot Noir
18361,88,40,Oregon,Red Blend
18362,88,25,Oregon,Chardonnay
18363,88,32,California,Merlot
18364,88,75,California,Cabernet Sauvignon
18365,88,25,Oregon,G-S-M
18366,88,49,California,Cabernet Sauvignon
18367,88,25,California,G-S-M
18368,88,45,California,Pinot Noir
18369,88,,California,Cabernet Sauvignon
18370,88,20,Oregon,Pinot Noir
18371,88,15,Oregon,Pinot Gris
18372,88,16,California,Orange Muscat
18373,88,32,Washington,Cinsault
18374,91,35,California,Pinot Noir
18375,91,45,California,Pinot Noir
18376,91,30,California,Red Blend
18377,91,15,California,Syrah
18378,91,22,California,Sparkling Blend
18379,91,62,California,Pinot Noir
18380,91,40,California,Chardonnay
18381,91,36,Washington,G-S-M
18382,91,28,New York,Merlot
18383,91,39,Washington,Rhône-style Red Blend
18384,91,80,California,Cabernet Sauvignon
18385,91,32,California,Cabernet Sauvignon
18386,91,100,California,Cabernet Sauvignon
18387,91,36,California,Pinot Noir
18388,91,40,California,Claret
18389,91,74,California,Chardonnay
18390,91,30,California,Chardonnay
18391,91,49,California,Chardonnay
18392,91,50,California,Petit Verdot
18393,93,30,Oregon,Pinot Noir
18394,93,56,California,Cabernet Sauvignon
18395,93,40,California,Merlot
18396,92,35,California,Syrah
18397,92,42,California,Cabernet Sauvignon
18398,92,75,California,Cabernet Sauvignon
18399,92,40,California,Rhône-style Red Blend
18400,92,50,Oregon,Pinot Noir
18401,92,65,California,Pinot Noir
18402,92,54,California,Pinot Noir
18403,92,65,California,Chardonnay
18404,92,24,Oregon,Riesling
18405,92,60,California,Cabernet Sauvignon
18406,87,40,California,Pinot Noir
18407,87,28,California,Rosé
18408,87,20,California,Chardonnay
18409,87,40,California,Chardonnay
18410,87,25,Washington,Gewürztraminer
18411,87,28,New York,Riesling
18412,91,26,Washington,Petite Sirah
18413,91,58,California,Cabernet Sauvignon-Syrah
18414,91,40,Washington,Syrah
18415,91,45,Washington,Red Blend
18416,91,25,California,Pinot Noir
18417,91,36,Washington,Red Blend
18418,91,34,Washington,Red Blend
18419,91,52,Washington,Cabernet Sauvignon
18420,91,85,California,White Blend
18421,91,30,California,Cabernet Sauvignon
18422,91,80,California,Cabernet Sauvignon
18423,91,75,Washington,Merlot
18424,91,30,Washington,Cabernet Franc
18425,91,78,California,Cabernet Sauvignon
18426,90,33,Oregon,Pinot Noir
18427,90,20,California,Pinot Gris
